race_id,year,meet,race_no,n_registered,size_band,horse_nums_consecutive,n_keys_3bc,n_keys_3both,cancel_notice,has_cancel_dash,theta_cells_base,theta_cells_all,has_theta_base,has_theta_all,in_year_stratum
2022-06-04_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,61,0,1,1
2022-06-04_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,142,0,1,1
2022-06-04_2_04,2022,2,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-06-04_2_05,2022,2,5,9,8to10,1,9,9,화산도,1,0,0,0,0,1
2022-06-04_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,29,0,1,1
2022-06-04_2_07,2022,2,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,6,0,1,1
2022-06-05_1_01,2022,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,722,0,1,1
2022-06-05_1_02,2022,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,578,0,1,1
2022-06-05_1_03,2022,1,3,12,ge11,1,12,12,마이더스캠프,1,0,49,0,1,1
2022-06-05_1_04,2022,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,107,0,1,1
2022-06-05_1_05,2022,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,305,0,1,1
2022-06-05_1_06,2022,1,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-06-05_1_07,2022,1,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,124,0,1,1
2022-06-05_1_08,2022,1,8,10,8to10,1,10,10,밀키셰리,1,0,4,0,1,1
2022-06-05_1_09,2022,1,9,13,ge11,1,13,13,취소마가 없습니다.,0,0,1198,0,1,1
2022-06-05_1_10,2022,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,458,0,1,1
2022-06-05_1_11,2022,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,309,0,1,1
2022-06-05_3_01,2022,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,464,0,1,1
2022-06-05_3_02,2022,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,508,0,1,1
2022-06-05_3_03,2022,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,193,0,1,1
2022-06-05_3_04,2022,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,117,0,1,1
2022-06-05_3_05,2022,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,114,0,1,1
2022-06-05_3_06,2022,3,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-10_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,200,0,1,1
2022-06-10_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,195,0,1,1
2022-06-10_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-06-10_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,101,0,1,1
2022-06-10_2_05,2022,2,5,10,8to10,1,10,10,미래강자,1,0,2,0,1,1
2022-06-10_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,6,0,1,1
2022-06-10_2_07,2022,2,7,12,ge11,1,12,12,일류어천,1,0,4,0,1,1
2022-06-10_3_01,2022,3,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,86,0,1,1
2022-06-10_3_02,2022,3,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-10_3_03,2022,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,428,0,1,1
2022-06-10_3_04,2022,3,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,36,0,1,1
2022-06-10_3_05,2022,3,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,153,0,1,1
2022-06-10_3_06,2022,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,361,0,1,1
2022-06-10_3_07,2022,3,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-06-10_3_08,2022,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,230,0,1,1
2022-06-11_1_01,2022,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,132,0,1,1
2022-06-11_1_02,2022,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,631,0,1,1
2022-06-11_1_03,2022,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-06-11_1_04,2022,1,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,5,0,1,1
2022-06-11_1_05,2022,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,17,0,1,1
2022-06-11_1_06,2022,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,103,0,1,1
2022-06-11_1_07,2022,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,166,0,1,1
2022-06-11_1_08,2022,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,267,0,1,1
2022-06-11_1_09,2022,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,243,0,1,1
2022-06-11_2_01,2022,2,1,10,8to10,1,10,10,그레잇킹,1,0,30,0,1,1
2022-06-11_2_02,2022,2,2,10,8to10,1,10,10,청마보배,1,0,0,0,0,1
2022-06-11_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,66,0,1,1
2022-06-11_2_04,2022,2,4,10,8to10,1,10,10,황금문명,1,0,0,0,0,1
2022-06-11_2_05,2022,2,5,10,8to10,1,10,10,아라장군,1,0,0,0,0,1
2022-06-11_2_06,2022,2,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,476,0,1,1
2022-06-11_2_07,2022,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,319,0,1,1
2022-06-12_1_01,2022,1,1,8,8to10,1,8,8,주얼리베스트,1,0,0,0,0,1
2022-06-12_1_02,2022,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,1,0,1,1
2022-06-12_1_03,2022,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,208,0,1,1
2022-06-12_1_04,2022,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,115,0,1,1
2022-06-12_1_05,2022,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,11,0,1,1
2022-06-12_1_06,2022,1,6,10,8to10,1,10,10,포에버원,1,0,1,0,1,1
2022-06-12_1_07,2022,1,7,9,8to10,1,9,9,봄날의기억,1,0,0,0,0,1
2022-06-12_1_08,2022,1,8,16,ge11,1,16,16,취소마가 없습니다.,0,0,2657,0,1,1
2022-06-12_1_09,2022,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,322,0,1,1
2022-06-12_1_10,2022,1,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,9,0,1,1
2022-06-12_3_01,2022,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,382,0,1,1
2022-06-12_3_02,2022,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,190,0,1,1
2022-06-12_3_03,2022,3,3,9,8to10,1,9,9,남도일등,1,0,0,0,0,1
2022-06-12_3_04,2022,3,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,17,0,1,1
2022-06-12_3_05,2022,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,183,0,1,1
2022-06-12_3_06,2022,3,6,8,8to10,1,8,8,히든챔프,1,0,0,0,0,1
2022-06-17_2_01,2022,2,1,10,8to10,1,10,10,비상기운,1,0,33,0,1,1
2022-06-17_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,128,0,1,1
2022-06-17_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,104,0,1,1
2022-06-17_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-06-17_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,12,0,1,1
2022-06-17_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,65,0,1,1
2022-06-17_2_07,2022,2,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-17_3_01,2022,3,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-17_3_02,2022,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,374,0,1,1
2022-06-17_3_03,2022,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,318,0,1,1
2022-06-17_3_04,2022,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,196,0,1,1
2022-06-17_3_05,2022,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,147,0,1,1
2022-06-17_3_06,2022,3,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,72,0,1,1
2022-06-17_3_07,2022,3,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-06-17_3_08,2022,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,112,0,1,1
2022-06-18_1_01,2022,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,3,0,1,1
2022-06-18_1_02,2022,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,13,0,1,1
2022-06-18_1_03,2022,1,3,12,ge11,1,12,12,금아포쉬,1,0,302,0,1,1
2022-06-18_1_04,2022,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,24,0,1,1
2022-06-18_1_05,2022,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,102,0,1,1
2022-06-18_1_06,2022,1,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-06-18_1_07,2022,1,7,8,8to10,1,8,8,원더풀타이쿤,1,0,0,0,0,1
2022-06-18_1_08,2022,1,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,171,0,1,1
2022-06-18_1_09,2022,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,287,0,1,1
2022-06-18_2_01,2022,2,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,172,0,1,1
2022-06-18_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,28,0,1,1
2022-06-18_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-06-18_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,66,0,1,1
2022-06-18_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,178,0,1,1
2022-06-18_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-06-18_2_07,2022,2,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,137,0,1,1
2022-06-19_1_01,2022,1,1,10,8to10,1,10,10,사려니로키,1,0,19,0,1,1
2022-06-19_1_02,2022,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,2,0,1,1
2022-06-19_1_03,2022,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,115,0,1,1
2022-06-19_1_04,2022,1,4,12,ge11,1,12,12,문학포리스트,1,0,137,0,1,1
2022-06-19_1_05,2022,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,288,0,1,1
2022-06-19_1_06,2022,1,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,106,0,1,1
2022-06-19_1_07,2022,1,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,330,0,1,1
2022-06-19_1_08,2022,1,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,355,0,1,1
2022-06-19_1_09,2022,1,9,12,ge11,1,12,12,문학태핏,1,0,150,0,1,1
2022-06-19_1_10,2022,1,10,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-19_1_11,2022,1,11,12,ge11,1,12,12,유니콘알파,1,0,232,0,1,1
2022-06-19_3_01,2022,3,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,136,0,1,1
2022-06-19_3_02,2022,3,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-19_3_03,2022,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,506,0,1,1
2022-06-19_3_04,2022,3,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-19_3_05,2022,3,5,11,ge11,1,11,11,샤이드래건,1,0,13,0,1,1
2022-06-19_3_06,2022,3,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,5,0,1,1
2022-06-24_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,146,0,1,1
2022-06-24_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,95,0,1,1
2022-06-24_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,73,0,1,1
2022-06-24_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,195,0,1,1
2022-06-24_2_05,2022,2,5,10,8to10,1,10,10,시긴트,1,0,1,0,1,1
2022-06-24_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-06-24_2_07,2022,2,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,309,0,1,1
2022-06-24_3_01,2022,3,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,35,0,1,1
2022-06-24_3_02,2022,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,612,0,1,1
2022-06-24_3_03,2022,3,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,50,0,1,1
2022-06-24_3_04,2022,3,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,35,0,1,1
2022-06-24_3_05,2022,3,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-24_3_06,2022,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,388,0,1,1
2022-06-24_3_07,2022,3,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,175,0,1,1
2022-06-24_3_08,2022,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,271,0,1,1
2022-06-25_1_01,2022,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-25_1_02,2022,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,108,0,1,1
2022-06-25_1_03,2022,1,3,12,ge11,1,12,12,고마나루,1,0,576,0,1,1
2022-06-25_1_04,2022,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,192,0,1,1
2022-06-25_1_05,2022,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,126,0,1,1
2022-06-25_1_06,2022,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,310,0,1,1
2022-06-25_1_07,2022,1,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-06-25_1_08,2022,1,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,1,0,1,1
2022-06-25_1_09,2022,1,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,1,0,1,1
2022-06-25_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,266,0,1,1
2022-06-25_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,93,0,1,1
2022-06-25_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,41,0,1,1
2022-06-25_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,47,0,1,1
2022-06-25_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,38,0,1,1
2022-06-25_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,141,0,1,1
2022-06-25_2_07,2022,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,50,0,1,1
2022-06-26_1_01,2022,1,1,10,8to10,1,10,10,플라이제니,1,0,174,0,1,1
2022-06-26_1_02,2022,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,2,771,1,1,1
2022-06-26_1_03,2022,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,662,0,1,1
2022-06-26_1_04,2022,1,4,12,ge11,1,12,12,플라잉바비,1,0,221,0,1,1
2022-06-26_1_05,2022,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,268,0,1,1
2022-06-26_1_06,2022,1,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,133,0,1,1
2022-06-26_1_07,2022,1,7,12,ge11,1,12,12,승승파워,1,0,324,0,1,1
2022-06-26_1_08,2022,1,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,305,0,1,1
2022-06-26_1_09,2022,1,9,8,8to10,1,8,8,춘산,1,0,0,0,0,1
2022-06-26_1_10,2022,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,336,0,1,1
2022-06-26_1_11,2022,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,282,0,1,1
2022-06-26_3_01,2022,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,1,896,1,1,1
2022-06-26_3_02,2022,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,536,0,1,1
2022-06-26_3_03,2022,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,291,0,1,1
2022-06-26_3_04,2022,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,416,0,1,1
2022-06-26_3_05,2022,3,5,12,ge11,1,12,12,최강큐피드,1,0,158,0,1,1
2022-06-26_3_06,2022,3,6,15,ge11,1,15,15,취소마가 없습니다.,0,3,2040,1,1,1
2022-07-01_2_01,2022,2,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,83,0,1,1
2022-07-01_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,31,0,1,1
2022-07-01_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,188,0,1,1
2022-07-01_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,94,0,1,1
2022-07-01_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,47,0,1,1
2022-07-01_2_06,2022,2,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-01_2_07,2022,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,93,0,1,1
2022-07-01_2_08,2022,2,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,183,0,1,1
2022-07-01_3_01,2022,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,383,0,1,1
2022-07-01_3_02,2022,3,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,57,0,1,1
2022-07-01_3_03,2022,3,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,3,0,1,1
2022-07-01_3_04,2022,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,145,0,1,1
2022-07-01_3_05,2022,3,5,11,ge11,1,11,11,아델로사리오,1,0,0,0,0,1
2022-07-01_3_06,2022,3,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-01_3_07,2022,3,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,231,0,1,1
2022-07-02_1_01,2022,1,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,103,0,1,1
2022-07-02_1_02,2022,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,52,0,1,1
2022-07-02_1_03,2022,1,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-02_1_04,2022,1,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,94,0,1,1
2022-07-02_1_05,2022,1,5,7,le7,1,7,7,베스트빅뱅,1,0,0,0,0,1
2022-07-02_1_06,2022,1,6,10,8to10,1,10,10,테이크머니,1,0,20,0,1,1
2022-07-02_1_07,2022,1,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,2,0,1,1
2022-07-02_1_08,2022,1,8,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-02_1_09,2022,1,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,131,0,1,1
2022-07-02_1_10,2022,1,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,165,0,1,1
2022-07-02_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,31,0,1,1
2022-07-02_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,36,0,1,1
2022-07-02_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,143,0,1,1
2022-07-02_2_04,2022,2,4,10,8to10,1,10,10,명품여왕,1,0,0,0,0,1
2022-07-02_2_05,2022,2,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-02_2_06,2022,2,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,306,0,1,1
2022-07-03_1_01,2022,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,12,0,1,1
2022-07-03_1_02,2022,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,18,0,1,1
2022-07-03_1_03,2022,1,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-03_1_04,2022,1,4,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-03_1_05,2022,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,141,0,1,1
2022-07-03_1_06,2022,1,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,111,0,1,1
2022-07-03_1_07,2022,1,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-07-03_1_08,2022,1,8,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-03_1_09,2022,1,9,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-03_1_10,2022,1,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,16,0,1,1
2022-07-03_3_01,2022,3,1,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-03_3_02,2022,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,171,0,1,1
2022-07-03_3_03,2022,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,346,0,1,1
2022-07-03_3_04,2022,3,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,70,0,1,1
2022-07-03_3_05,2022,3,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,24,0,1,1
2022-07-03_3_06,2022,3,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-03_3_07,2022,3,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,188,0,1,1
2022-07-08_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,218,0,1,1
2022-07-08_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,23,0,1,1
2022-07-08_2_03,2022,2,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-07-08_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-07-08_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-07-08_2_06,2022,2,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-07-08_2_07,2022,2,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,207,0,1,1
2022-07-08_2_08,2022,2,8,12,ge11,1,12,12,한백챔프,1,0,147,0,1,1
2022-07-08_3_01,2022,3,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,105,0,1,1
2022-07-08_3_02,2022,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,75,0,1,1
2022-07-08_3_03,2022,3,3,7,le7,1,7,7,허니스타,1,0,0,0,0,1
2022-07-08_3_04,2022,3,4,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-08_3_05,2022,3,5,11,ge11,1,11,11,보람이,1,0,116,0,1,1
2022-07-08_3_06,2022,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,176,0,1,1
2022-07-08_3_07,2022,3,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-07-09_1_01,2022,1,1,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-09_1_02,2022,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,65,0,1,1
2022-07-09_1_03,2022,1,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,39,0,1,1
2022-07-09_1_04,2022,1,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,47,0,1,1
2022-07-09_1_05,2022,1,5,8,8to10,1,8,8,다이아마이트,1,0,0,0,0,1
2022-07-09_1_06,2022,1,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,91,0,1,1
2022-07-09_1_07,2022,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,26,0,1,1
2022-07-09_1_08,2022,1,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,170,0,1,1
2022-07-09_1_09,2022,1,9,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-09_1_10,2022,1,10,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-09_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,151,0,1,1
2022-07-09_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,93,0,1,1
2022-07-09_2_03,2022,2,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-09_2_04,2022,2,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,133,0,1,1
2022-07-09_2_05,2022,2,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,562,0,1,1
2022-07-09_2_06,2022,2,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,308,0,1,1
2022-07-10_1_01,2022,1,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,57,0,1,1
2022-07-10_1_02,2022,1,2,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_1_03,2022,1,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_1_04,2022,1,4,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_1_05,2022,1,5,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_1_06,2022,1,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_1_07,2022,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,21,0,1,1
2022-07-10_1_08,2022,1,8,9,8to10,1,9,9,취소마가 없습니다.,0,0,70,0,1,1
2022-07-10_1_09,2022,1,9,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_1_10,2022,1,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,57,0,1,1
2022-07-10_3_01,2022,3,1,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_3_02,2022,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,63,0,1,1
2022-07-10_3_03,2022,3,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,57,0,1,1
2022-07-10_3_04,2022,3,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_3_05,2022,3,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-10_3_06,2022,3,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,134,0,1,1
2022-07-10_3_07,2022,3,7,8,8to10,1,8,8,케이비보스,1,0,0,0,0,1
2022-07-15_2_01,2022,2,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,49,0,1,1
2022-07-15_2_02,2022,2,2,10,8to10,1,10,10,대표,1,0,70,0,1,1
2022-07-15_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,20,0,1,1
2022-07-15_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,41,0,1,1
