race_id,year,meet,race_no,n_registered,size_band,horse_nums_consecutive,n_keys_3bc,n_keys_3both,cancel_notice,has_cancel_dash,theta_cells_base,theta_cells_all,has_theta_base,has_theta_all,in_year_stratum
2016-11-06_1_04,2016,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,526,0,1,1
2016-11-06_1_05,2016,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,254,0,1,1
2016-11-06_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,37,0,1,1
2016-11-06_1_07,2016,1,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,153,0,1,1
2016-11-06_1_08,2016,1,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,135,0,1,1
2016-11-06_1_09,2016,1,9,14,ge11,1,14,14,천권,1,0,762,0,1,1
2016-11-06_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,297,0,1,1
2016-11-06_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,312,0,1,1
2016-11-06_3_01,2016,3,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,125,0,1,1
2016-11-06_3_02,2016,3,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,164,0,1,1
2016-11-06_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,750,0,1,1
2016-11-06_3_04,2016,3,4,12,ge11,1,12,12,블루스톰,1,0,168,0,1,1
2016-11-06_3_05,2016,3,5,14,ge11,1,14,14,취소마가 없습니다.,0,3,1359,1,1,1
2016-11-06_3_06,2016,3,6,8,8to10,1,8,8,퍼스트매지컬,1,0,5,0,1,1
2016-11-11_2_01,2016,2,1,10,8to10,1,10,10,제주타운,1,0,133,0,1,1
2016-11-11_2_02,2016,2,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,15,0,1,1
2016-11-11_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,57,0,1,1
2016-11-11_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,112,0,1,1
2016-11-11_2_05,2016,2,5,11,ge11,1,11,11,탐라보물,1,0,29,0,1,1
2016-11-11_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,196,0,1,1
2016-11-11_2_07,2016,2,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-11-11_2_08,2016,2,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-11-11_3_01,2016,3,1,7,le7,1,7,7,취소마가 없습니다.,0,0,9,0,1,1
2016-11-11_3_02,2016,3,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,40,0,1,1
2016-11-11_3_03,2016,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,365,0,1,1
2016-11-11_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,12,922,1,1,1
2016-11-11_3_05,2016,3,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,26,0,1,1
2016-11-11_3_06,2016,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,406,0,1,1
2016-11-11_3_07,2016,3,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,526,0,1,1
2016-11-11_3_08,2016,3,8,9,8to10,1,9,9,취소마가 없습니다.,0,0,102,0,1,1
2016-11-11_3_09,2016,3,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,241,0,1,1
2016-11-11_3_10,2016,3,10,8,8to10,1,8,8,취소마가 없습니다.,0,0,26,0,1,1
2016-11-11_3_11,2016,3,11,11,ge11,1,11,11,취소마가 없습니다.,0,0,265,0,1,1
2016-11-12_1_01,2016,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,16,0,1,1
2016-11-12_1_02,2016,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,5,0,1,1
2016-11-12_1_03,2016,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,4,0,1,1
2016-11-12_1_04,2016,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,729,0,1,1
2016-11-12_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,541,0,1,1
2016-11-12_1_06,2016,1,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,60,0,1,1
2016-11-12_1_07,2016,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,350,0,1,1
2016-11-12_1_08,2016,1,8,9,8to10,1,9,9,봄동이,1,0,8,0,1,1
2016-11-12_1_09,2016,1,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,145,0,1,1
2016-11-12_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,420,0,1,1
2016-11-12_1_11,2016,1,11,8,8to10,1,8,8,취소마가 없습니다.,0,0,5,0,1,1
2016-11-12_1_12,2016,1,12,10,8to10,1,10,10,취소마가 없습니다.,0,0,288,0,1,1
2016-11-12_2_01,2016,2,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,61,0,1,1
2016-11-12_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,332,0,1,1
2016-11-12_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,1,393,1,1,1
2016-11-12_2_04,2016,2,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,380,0,1,1
2016-11-12_2_05,2016,2,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,248,0,1,1
2016-11-12_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,85,0,1,1
2016-11-12_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,13,0,1,1
2016-11-12_2_08,2016,2,8,10,8to10,1,10,10,붉은매,1,1,24,1,1,1
2016-11-12_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,1,38,1,1,1
2016-11-13_1_01,2016,1,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,158,0,1,1
2016-11-13_1_02,2016,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,4,0,1,1
2016-11-13_1_03,2016,1,3,11,ge11,1,11,11,베스트시대,1,0,126,0,1,1
2016-11-13_1_04,2016,1,4,11,ge11,1,11,11,로열정상,1,0,50,0,1,1
2016-11-13_1_05,2016,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,370,0,1,1
2016-11-13_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,675,0,1,1
2016-11-13_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,512,0,1,1
2016-11-13_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,648,0,1,1
2016-11-13_1_09,2016,1,9,12,ge11,1,12,12,브리그,1,8,701,1,1,1
2016-11-13_1_10,2016,1,10,11,ge11,1,11,11,레이크루이스,1,0,121,0,1,1
2016-11-13_1_11,2016,1,11,10,8to10,1,10,10,취소마가 없습니다.,0,0,187,0,1,1
2016-11-13_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,1,784,1,1,1
2016-11-13_3_02,2016,3,2,9,8to10,1,9,9,러브퀸,1,0,0,0,0,1
2016-11-13_3_03,2016,3,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,111,0,1,1
2016-11-13_3_04,2016,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,2,454,1,1,1
2016-11-13_3_05,2016,3,5,7,le7,1,7,7,봉황의꿈,1,0,0,0,0,1
2016-11-13_3_06,2016,3,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,99,0,1,1
2016-11-18_2_01,2016,2,1,10,8to10,1,10,10,안마당,1,0,19,0,1,1
2016-11-18_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,6,430,1,1,1
2016-11-18_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,261,0,1,1
2016-11-18_2_04,2016,2,4,10,8to10,1,10,10,한수위,1,0,131,0,1,1
2016-11-18_2_05,2016,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,6,0,1,1
2016-11-18_2_06,2016,2,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,337,0,1,1
2016-11-18_2_07,2016,2,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-11-18_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,102,0,1,1
2016-11-18_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,9,1010,1,1,1
2016-11-18_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,582,0,1,1
2016-11-18_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,2,693,1,1,1
2016-11-18_3_04,2016,3,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,43,0,1,1
2016-11-18_3_05,2016,3,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,209,0,1,1
2016-11-18_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,4,650,1,1,1
2016-11-18_3_07,2016,3,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,143,0,1,1
2016-11-18_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,632,0,1,1
2016-11-18_3_09,2016,3,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,416,0,1,1
2016-11-18_3_10,2016,3,10,12,ge11,1,12,12,취소마가 없습니다.,0,3,496,1,1,1
2016-11-18_3_11,2016,3,11,10,8to10,1,10,10,취소마가 없습니다.,0,0,75,0,1,1
2016-11-19_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,12,987,1,1,1
2016-11-19_1_02,2016,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,1,881,1,1,1
2016-11-19_1_03,2016,1,3,12,ge11,1,12,12,인디캣 보석상자,1,1,353,1,1,1
2016-11-19_1_04,2016,1,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,23,0,1,1
2016-11-19_1_05,2016,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,1,269,1,1,1
2016-11-19_1_06,2016,1,6,12,ge11,1,12,12,필리포스,1,1,488,1,1,1
2016-11-19_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,3,794,1,1,1
2016-11-19_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,508,0,1,1
2016-11-19_1_09,2016,1,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,160,0,1,1
2016-11-19_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,538,0,1,1
2016-11-19_1_11,2016,1,11,12,ge11,1,12,12,홈런메이커,1,0,234,0,1,1
2016-11-19_1_12,2016,1,12,12,ge11,1,12,12,취소마가 없습니다.,0,0,673,0,1,1
2016-11-19_2_02,2016,2,2,10,8to10,1,10,10,남풍전력,1,2,188,1,1,1
2016-11-19_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,4,339,1,1,1
2016-11-19_2_04,2016,2,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,331,0,1,1
2016-11-19_2_05,2016,2,5,9,8to10,1,9,9,광명의야망,1,0,13,0,1,1
2016-11-19_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,46,0,1,1
2016-11-19_2_07,2016,2,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-11-19_2_08,2016,2,8,10,8to10,1,10,10,승일교,1,0,25,0,1,1
2016-11-19_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,62,0,1,1
2016-11-20_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,587,0,1,1
2016-11-20_1_02,2016,1,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,223,0,1,1
2016-11-20_1_03,2016,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,1,381,1,1,1
2016-11-20_1_04,2016,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,1,592,1,1,1
2016-11-20_1_05,2016,1,5,11,ge11,1,11,11,드림애로우,1,0,192,0,1,1
2016-11-20_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,733,0,1,1
2016-11-20_1_07,2016,1,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,43,0,1,1
2016-11-20_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,313,0,1,1
2016-11-20_1_09,2016,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,3,661,1,1,1
2016-11-20_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,557,0,1,1
2016-11-20_1_11,2016,1,11,10,8to10,1,10,10,취소마가 없습니다.,0,0,21,0,1,1
2016-11-20_3_01,2016,3,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,125,0,1,1
2016-11-20_3_02,2016,3,2,12,ge11,1,12,12,사일런트라고,1,0,317,0,1,1
2016-11-20_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,230,0,1,1
2016-11-20_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,376,0,1,1
2016-11-20_3_05,2016,3,5,13,ge11,1,13,13,취소마가 없습니다.,0,3,1151,1,1,1
2016-11-20_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,767,0,1,1
2016-11-25_2_01,2016,2,1,10,8to10,1,10,10,기쁨왕자,1,2,212,1,1,1
2016-11-25_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,405,0,1,1
2016-11-25_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,274,0,1,1
2016-11-25_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,251,0,1,1
2016-11-25_2_05,2016,2,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-11-25_2_06,2016,2,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,778,0,1,1
2016-11-25_2_07,2016,2,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-11-25_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,62,0,1,1
2016-11-25_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,25,1162,1,1,1
2016-11-25_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,11,977,1,1,1
2016-11-25_3_03,2016,3,3,12,ge11,1,12,12,통쾌한우승,1,1,506,1,1,1
2016-11-25_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,714,0,1,1
2016-11-25_3_05,2016,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,654,0,1,1
2016-11-25_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,592,0,1,1
2016-11-25_3_07,2016,3,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,631,0,1,1
2016-11-25_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,415,0,1,1
2016-11-25_3_09,2016,3,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,38,0,1,1
2016-11-25_3_10,2016,3,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,368,0,1,1
2016-11-25_3_11,2016,3,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,385,0,1,1
2016-11-26_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,16,982,1,1,1
2016-11-26_1_02,2016,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,11,904,1,1,1
2016-11-26_1_03,2016,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,5,819,1,1,1
2016-11-26_1_04,2016,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,2,554,1,1,1
2016-11-26_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,17,1042,1,1,1
2016-11-26_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,520,0,1,1
2016-11-26_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,9,925,1,1,1
2016-11-26_1_08,2016,1,8,12,ge11,1,12,12,승리엔젤,1,0,90,0,1,1
2016-11-26_1_09,2016,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,524,0,1,1
2016-11-26_1_10,2016,1,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,251,0,1,1
2016-11-26_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,534,0,1,1
2016-11-26_1_12,2016,1,12,9,8to10,1,9,9,취소마가 없습니다.,0,0,180,0,1,1
2016-11-26_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,139,0,1,1
2016-11-26_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,375,0,1,1
2016-11-26_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,2,238,1,1,1
2016-11-26_2_04,2016,2,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,480,0,1,1
2016-11-26_2_05,2016,2,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,406,0,1,1
2016-11-26_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,46,0,1,1
2016-11-26_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,25,0,1,1
2016-11-26_2_08,2016,2,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,3,0,1,1
2016-11-26_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,18,0,1,1
2016-11-27_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,2,733,1,1,1
2016-11-27_1_02,2016,1,2,12,ge11,1,12,12,고스트,1,0,415,0,1,1
2016-11-27_1_03,2016,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,1,445,1,1,1
2016-11-27_1_04,2016,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,353,0,1,1
2016-11-27_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,235,0,1,1
2016-11-27_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,698,0,1,1
2016-11-27_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,403,0,1,1
2016-11-27_1_08,2016,1,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,120,0,1,1
2016-11-27_1_09,2016,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,386,0,1,1
2016-11-27_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,354,0,1,1
2016-11-27_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,245,0,1,1
2016-11-27_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,1,684,1,1,1
2016-11-27_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,191,0,1,1
2016-11-27_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,329,0,1,1
2016-11-27_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,506,0,1,1
2016-11-27_3_05,2016,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,220,0,1,1
2016-11-27_3_06,2016,3,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,52,0,1,1
2016-12-02_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,238,0,1,1
2016-12-02_2_02,2016,2,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,154,0,1,1
2016-12-02_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,248,0,1,1
2016-12-02_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,110,0,1,1
2016-12-02_2_05,2016,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,93,0,1,1
2016-12-02_2_06,2016,2,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-12-02_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,104,0,1,1
2016-12-02_2_08,2016,2,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-12-02_2_09,2016,2,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-12-02_3_01,2016,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,419,0,1,1
2016-12-02_3_02,2016,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,161,0,1,1
2016-12-02_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,2,784,1,1,1
2016-12-02_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,2,857,1,1,1
2016-12-02_3_05,2016,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,172,0,1,1
2016-12-02_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,2,839,1,1,1
2016-12-02_3_07,2016,3,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,13,0,1,1
2016-12-02_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,573,0,1,1
2016-12-02_3_09,2016,3,9,12,ge11,1,12,12,슈퍼매치,1,0,204,0,1,1
2016-12-02_3_10,2016,3,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,220,0,1,1
2016-12-03_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,745,0,1,1
2016-12-03_1_02,2016,1,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,233,0,1,1
2016-12-03_1_03,2016,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,184,0,1,1
2016-12-03_1_04,2016,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,462,0,1,1
2016-12-03_1_05,2016,1,5,11,ge11,1,11,11,센타포바,1,0,91,0,1,1
2016-12-03_1_06,2016,1,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,142,0,1,1
2016-12-03_1_07,2016,1,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,143,0,1,1
2016-12-03_1_08,2016,1,8,9,8to10,1,9,9,취소마가 없습니다.,0,0,2,0,1,1
2016-12-03_1_09,2016,1,9,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-12-03_1_10,2016,1,10,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-12-03_1_11,2016,1,11,11,ge11,1,11,11,취소마가 없습니다.,0,0,236,0,1,1
2016-12-03_1_12,2016,1,12,12,ge11,1,12,12,취소마가 없습니다.,0,0,319,0,1,1
2016-12-03_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,265,0,1,1
2016-12-03_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,264,0,1,1
2016-12-03_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,283,0,1,1
2016-12-03_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,60,0,1,1
2016-12-03_2_05,2016,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,143,0,1,1
2016-12-03_2_06,2016,2,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,12,0,1,1
2016-12-03_2_07,2016,2,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,38,0,1,1
2016-12-03_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,57,0,1,1
2016-12-03_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,81,0,1,1
2016-12-04_1_01,2016,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,169,0,1,1
2016-12-04_1_02,2016,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,20,0,1,1
2016-12-04_1_03,2016,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,429,0,1,1
2016-12-04_1_04,2016,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,351,0,1,1
2016-12-04_1_05,2016,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,133,0,1,1
2016-12-04_1_06,2016,1,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,243,0,1,1
2016-12-04_1_07,2016,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,322,0,1,1
2016-12-04_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,1,595,1,1,1
2016-12-04_1_09,2016,1,9,16,ge11,1,16,16,취소마가 없습니다.,0,5,2487,1,1,1
2016-12-04_1_10,2016,1,10,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-12-04_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,125,0,1,1
2016-12-04_3_01,2016,3,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,76,0,1,1
2016-12-04_3_02,2016,3,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,47,0,1,1
2016-12-04_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,526,0,1,1
2016-12-04_3_04,2016,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,342,0,1,1
2016-12-04_3_05,2016,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,450,0,1,1
2016-12-04_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,508,0,1,1
2016-12-09_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,312,0,1,1
2016-12-09_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,2,364,1,1,1
2016-12-09_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,138,0,1,1
2016-12-09_2_04,2016,2,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,20,0,1,1
2016-12-09_2_05,2016,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,169,0,1,1
2016-12-09_2_06,2016,2,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,12,0,1,1
2016-12-09_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,58,0,1,1
2016-12-09_2_08,2016,2,8,9,8to10,1,9,9,취소마가 없습니다.,0,0,10,0,1,1
2016-12-09_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,57,0,1,1
2016-12-09_3_01,2016,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,583,0,1,1
2016-12-09_3_02,2016,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,490,0,1,1
2016-12-09_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,552,0,1,1
2016-12-09_3_04,2016,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,5,592,1,1,1
2016-12-09_3_05,2016,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,942,0,1,1
2016-12-09_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,428,0,1,1
2016-12-09_3_07,2016,3,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,516,0,1,1
2016-12-09_3_08,2016,3,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,24,0,1,1
2016-12-09_3_09,2016,3,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,413,0,1,1
2016-12-09_3_10,2016,3,10,12,ge11,1,12,12,취소마가 없습니다.,0,2,633,1,1,1
2016-12-10_1_01,2016,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,480,0,1,1
2016-12-10_1_02,2016,1,2,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-12-10_1_03,2016,1,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,23,0,1,1
2016-12-10_1_04,2016,1,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,129,0,1,1
